Id,Predicted
185201,584513.343022785
185016,569696.0175518796
25318,289750.35529678874
65253,325498.77700612653
57696,271648.41624718014
30939,341622.76927959913
128338,402550.1052684359
104156,447741.2617092741
41455,404514.69434293255
126390,412327.10734432837
165803,460771.31264082046
108253,404319.9603802712
15221,237062.3108728013
129322,388846.3377853039
86142,647648.6081875239
150957,445524.65132604935
97028,441162.8048542484
3219,298438.78741880076
172533,481448.04420813755
147313,472023.81946294446
168865,488323.03584094375
138278,475326.77838554507
82280,385430.2097694508
4380,316471.1252065142
4327,482244.4491321303
109861,441966.07883692015
45273,496853.42354634666
102888,665467.5848436308
77664,456667.8600761631
58355,319916.8871288231
91308,342447.1923364967
169692,474799.7365693198
154931,519006.8939642732
123897,566544.1149836921
43550,508695.9789789475
94084,465282.1957689703
63629,377769.5967435624
163153,470451.59841802216
165076,649522.8247271384
55701,341169.7602307239
19310,330468.3786364649
18205,321729.73350566876
59608,354814.05895675183
60785,524748.2041244957
51513,359615.1225073205
145397,443566.2214827547
101693,455683.106033212
164688,487902.55141261034
82863,400024.7064842144
1754,258218.6580774047
5376,365232.9424404029
130074,489105.1331176107
102843,637432.627859709
29760,401795.73163281434
130642,403411.18102617154
31347,379444.22638827737
24205,309309.7665600968
165100,501400.46918091795
81514,477291.8573227801
116369,522545.46514747385
84639,395237.2861209469
97982,503793.84321494756
91083,775886.1659850652
149132,557369.8863278725
41826,411153.88992439414
52033,313079.2097466189
21665,287916.47976956284
62257,287773.6484072219
10102,294411.0157731536
23904,321068.5634628188
179693,760391.0161702828
144227,811251.2468584722
120211,389913.59992087074
173440,426027.80910124094
46749,337600.31547800504
96942,488708.3946263667
183177,445463.486437377
35398,319683.57634476485
30263,321373.6057459326
48194,299232.60955782695
129424,491650.2224285996
110123,443347.9590893494
60370,544033.4833902734
33837,364352.81608023786
108049,491174.17599434726
78656,421859.08692923636
7172,283213.6798797062
66304,458889.44818045903
78058,457961.14273376507
176324,583276.5922403487
165880,528111.15026608
93902,387204.05364215345
116039,380755.77643308055
151166,471695.14911358926
40210,293630.0195470559
98367,370143.60623853677
160925,509924.63092404866
104371,513855.61234512465
78415,620417.1196112157
83660,515109.5366149962
121434,548504.4349679885
78336,602149.7158012658
52510,388609.8715328497
64261,403717.27092245006
97749,452356.54332865815
172084,493676.473729549
52569,295222.27505408775
57400,450331.3828447098
169875,599141.2469245279
58398,432268.1783971958
183622,572212.0448967488
48753,499650.7143070527
130190,563938.8160609284
108466,397054.1315833714
157786,581062.4782231288
95190,400339.7805379007
87452,470355.28353571
142203,530479.4823832944
130773,554791.3170253459
168853,452783.280120255
64684,342610.6492234387
57446,315354.8998637865
153747,454540.4459463782
159666,434041.30388678145
71555,427872.71392311866
134319,671138.6350555187
93943,433740.82703006803
109872,499218.81768411724
177223,596785.1617852753
93784,601461.2272329257
6380,319920.62625093013
132297,448017.7707648091
125110,493010.6182925695
36843,315380.34653486725
121955,430547.4890382458
82973,508909.4548178834
103986,368825.0924208929
97824,424088.48041842785
64151,428154.9477452347
165946,449620.72274083167
159307,455090.47541027324
131434,430473.11601982685
8556,458429.66510545166
37868,343359.88179677975
14032,300977.9305979257
21341,300149.5237419082
135288,516448.61334497837
50116,268732.48996815295
97940,430449.3852987162
162134,447563.8261521834
166998,477380.4878700595
137392,466320.5808117916
1460,323781.4143876152
171905,697114.5988904997
175067,483483.50108804926
172514,483438.8840972711
17738,287223.4074358255
67047,415176.60043104546
124014,435970.79259461106
185762,608361.1489054721
1311,265049.43305430893
119140,541457.6510222154
142546,504743.81302856776
114400,366091.7250894995
22406,451931.64646184904
92766,599223.4378502483
60485,455254.654432479
91648,442043.52424843214
132526,785789.1897590812
25180,466322.4671666066
48904,248948.7397148766
146550,497941.28449031507
19407,531662.7827989451
47699,301367.3195419283
2620,267321.6966769503
174106,552414.4278944478
112846,440201.4237925134
83926,443483.1450127895
64285,395169.877591849
5733,293501.6119802685
87638,493599.7441785979
53604,277032.0319917339
53244,458302.2756866189
82872,415677.7271540705
66096,504992.34600506385
173642,400273.4086794566
145405,405262.4741814139
90156,567632.3156532503
180075,564537.6034380025
5153,299042.99493368104
134959,506826.12218843616
64342,375915.55378689256
51154,451054.5389235047
40845,258039.4316544579
170881,748974.1298415535
106257,625861.066784923
114464,304310.5298018441
97370,456294.8936334939
172227,478078.8686415323
151941,440765.8884832796
107035,493116.8524231259
135274,409734.3661570617
169795,646457.1865099806
83718,441360.48448937776
42632,268320.66243784025
68198,405082.81552832
112707,448147.33119982353
36740,419161.78173391864
42954,332349.1382699105
5921,332626.33654875803
40850,254969.5974124192
44668,286782.0880578744
21263,283878.27841153735
162241,617610.1729567997
81902,433272.2843108167
169151,674038.8232656318
154334,471039.7152488002
59218,435314.47635191056
37714,349901.32768220844
106222,552298.3924905546
139069,498327.93200483156
4425,471833.3930847326
140007,448416.4412486476
90024,418305.51410625735
153101,426197.02075416833
37538,329600.23184815916
32399,282948.0873968658
38946,349656.0439160888
151272,470418.75271449384
95430,459877.6479741455
101750,611483.3157393832
16356,269961.36325808195
131496,464199.64125861344
167864,503505.12731900107
17832,344016.91367687314
106738,370960.11344816856
33431,281635.7073598697
164505,483892.43134899775
47565,426800.33154619107
99660,552108.6106319476
20200,337325.61733715044
28507,450866.27965084347
43495,455738.37232778495
23794,352203.56735025847
40297,330489.79966722534
53944,492352.76537349116
11040,706207.3201495714
106585,439706.4988214738
70050,825539.123103214
75026,450100.4275425586
142562,506239.1494390322
113332,475555.3708794616
104548,605024.6505291178
159065,494991.20269679517
157589,484446.31823339855
26850,329355.9851409012
83917,347983.81594088895
124331,409261.58338331105
58018,314263.6202727339
163913,650614.2827337043
109105,395048.08362729015
97862,424904.3225798099
16478,284227.6025281785
35187,295776.22244515666
25446,369533.5360395313
47828,291351.6083554392
123220,476712.6063244538
16366,324322.63633117726
144449,420477.05338119424
39920,302532.8917104006
160888,532734.6895075092
47978,275152.96645041765
14331,370338.9840196616
60334,333429.4958632668
49737,238489.21002006638
98533,398424.8269093815
38375,319996.5360747427
176978,604559.8879976714
60474,450388.2599210118
163806,579024.6999674862
4654,330650.9067914292
130912,463029.59412446996
115098,466088.497469282
56214,275127.76271706284
63720,294149.1762964742
143496,536315.0988137778
33941,302087.20102608384
66720,330713.8297798557
29518,275443.81543228973
68026,520879.8397394518
161546,531388.0523360511
118804,356247.9533508971
126852,453012.7670771166
102392,429203.79665653856
49738,235897.30552231066
49424,459540.3971488692
18184,353197.3333083439
5408,368713.4011153969
157571,473672.1359564975
111705,478071.20337931166
179891,593615.7825246373
76587,359981.8356050025
2629,305921.0849543479
119008,337804.81100185384
128414,317726.8786763331
162481,439921.7036499657
39075,373282.50787716574
113444,472428.68948542216
58984,499659.5551844588
134087,427406.3152979185
27723,269044.0534870732
61426,846175.4256075639
26496,315668.71255548723
8183,431624.88332964556
96508,447175.87581380806
56072,352241.3766698796
77192,432028.52330683946
84054,501231.9682327973
55624,319654.91829729296
163711,462402.94023510587
29219,471589.0651929293
81813,430802.0316462495
181000,623920.8221908386
143894,436826.35130326095
141800,496744.6097811591
30009,280802.02423979266
45917,280615.23513387865
14425,358036.7791554278
23268,266297.19520683977
1284,280500.0712797871
69986,709974.5946122796
134779,429362.6031701996
78114,478355.0508004668
128833,456134.0972334135
129335,507371.9085185292
56632,386692.04270354303
46967,316464.26011936757
146611,403106.971525636
37748,313814.8805785137
156600,446069.03416260425
105167,435075.6043645105
35572,308796.79826036544
154900,518873.2579481279
68778,419041.84108295914
40761,670936.5664751567
76922,394051.586999119
57737,267518.5847671064
63946,491119.70620244415
111235,448000.70983470476
114882,475335.44167792104
12676,256493.7196741062
138376,427754.6092534099
90637,424088.48041842785
184522,543201.3960791107
92974,355463.44637550565
8857,290589.69799911807
27895,259461.78772097157
156181,540375.0753280554
41834,460616.4561876625
157391,491916.6342395925
143702,403226.3480387465
185912,792656.2037875772
11229,309309.7665600968
41300,351166.0322273924
72247,416943.4613588333
83180,535969.2250851345
148335,461514.4250109281
7890,430322.8755822922
135138,471107.27043389704
27131,298759.4704222159
166558,633065.1563562861
131032,402348.12542449625
74357,413329.9136736109
156049,390141.0918326471
69414,716478.8470825094
97276,430335.58948994323
82842,400027.8965343787
148527,516632.9043896906
144752,473424.00357567833
18175,304253.277534685
11905,281012.67911386
171029,469545.2208123452
59320,472920.4820749033
84110,384387.9799695806
78965,807048.3966882182
85951,597139.4377716853
163141,518173.19236355484
109999,428442.1515562707
147801,419939.3026242694
139213,438780.341303719
126460,599328.6982260939
28015,363452.7751697838
181431,561807.2885016081
52696,848664.3688464514
50605,278352.70955219795
165242,486093.69235176063
48813,280612.40480135346
110483,593969.0582527461
89306,391497.7305591866
133442,423348.4859899055
65829,593783.2097944963
87579,387112.54533950693
91465,467752.44935954973
73701,525853.4687123691
15530,438054.4381299725
18230,492638.11480685585
97193,471039.54727193364
166625,635233.2779135414
33195,485933.47507675504
136148,511713.7623502877
165033,554525.8981583671
21315,276414.1266783677
91814,311414.5716658248
16891,482348.882346887
107918,750393.7262025896
79471,459924.7763378118
21862,507767.2439270498
67991,350709.44030986563
165486,480785.83272430126
63600,521002.18204188894
110049,383303.01677814155
112307,383632.56214084715
10157,329820.2961801981
74635,496918.17170242406
25784,339791.0191888088
107059,435738.5011281353
30356,414685.97040316655
87516,671211.6096598738
10936,511527.52273668733
88543,481890.6798964313
139877,427269.4522366961
42424,385289.7677347857
52670,544076.3869421269
166867,454445.9576598367
101107,489399.55339214974
76199,474180.74590228486
80888,378106.8380281539
9911,341796.0128107752
156640,455955.49061946577
102356,558887.2282067696
48860,401980.3848894498
102849,677299.8867652739
138105,486107.83863865054
117983,468625.31133243296
93922,453059.56353411253
46238,339724.6401152737
59022,611064.9954927806
106646,463663.17403920664
120040,507359.47446220083
126172,389726.3670587527
168000,632720.7394438629
80749,434211.37380174483
131491,487004.2080252856
112112,553107.0138566076
47501,344732.4557365833
13728,262129.23987952978
101768,387385.95491631294
6316,306977.9039192318
126098,782689.890605422
165,323371.8908510702
19524,470483.4106680983
150677,466683.95708026516
59379,442619.8109884191
74454,390524.7234720782
175450,614631.4706271628
89244,722489.7349346329
116506,462401.37829478976
147339,468340.47781942924
74001,788192.1540985117
90922,349495.08961494354
1820,477349.94439456123
110186,312171.48134875955
62682,385668.92858191783
89581,514346.40020616347
137848,457300.34565050784
161798,473580.8685985995
170742,457387.1166693479
82918,444996.93984357774
37679,275152.8959610584
154926,439405.13086410484
149598,333072.1853252862
44725,278085.12818082084
90766,529079.152899092
148899,423536.46173285256
126592,361945.4274829496
157908,455448.018542199
113713,467954.8668337771
148870,638975.2252734137
165510,436380.5266412261
101470,414700.23958717077
51743,350882.86300032417
27173,250598.90998109122
27812,337355.0006280083
95488,389902.19027378137
173154,736432.4625400577
121352,419330.9265419791
143803,455406.90752780595
63373,308482.19398680696
1386,315382.61727493873
163514,509744.54696592956
35643,301012.4232385268
120579,500479.98749008344
128369,401539.269047259
141816,475115.5261631284
161838,506297.4748510915
71069,408395.59638174105
77131,433101.8375039222
17667,348741.236984658
52148,452439.39230258355
72854,659038.9334034907
102035,439133.6221697929
111359,425671.0801112328
17719,392046.6443236252
123306,377512.4472678529
161864,655217.3594653516
180849,497603.07656128064
160993,473046.3032822065
162321,411442.87369622046
46481,298831.62647613336
79814,386415.6325466208
137789,474283.5001660436
54212,280642.39815944043
33512,310760.66486424755
57246,562229.2222190627
183567,579930.6082877638
126709,443840.6555671058
38938,364430.4899636281
31497,466915.47044821596
43094,303028.1317554828
40278,288599.1350627907
174057,529925.489354843
88538,476233.5540940687
78488,721684.487839191
170729,508392.5089057184
173992,516250.6263752376
60975,422563.35886775167
54718,316170.76943751995
178130,596270.9270867981
133730,396745.12732792227
70033,814956.9506328574
43395,516101.26372318045
142569,448546.9719150029
25880,286563.6450538844
139537,432426.64489042864
3465,364572.0870389003
40735,454477.947863474
162957,501486.02567615645
83356,526315.4071174959
32897,332135.2818009984
49245,332002.0284113996
60337,321106.0289145344
139769,602005.574062022
52326,348445.6262224634
162813,769612.7496186041
180789,491854.0583798966
49386,436415.0112271022
33541,317692.84213383164
159352,531736.4473104423
42027,355589.12044620427
155370,470309.80412269046
143725,455953.35988828546
131769,464351.8902900122
139885,456950.0797044092
93808,678066.1561386843
10639,319277.67954852915
168611,626781.8238578414
167653,645976.9994191395
123170,391817.2692307164
139150,319047.03243881307
62622,512631.19857513387
168689,759828.8342092872
18566,296125.2279201767
67121,289351.6143609658
119193,450255.4342089639
75320,520116.0772159998
185227,711150.5502545969
59316,469661.4384090077
42962,319079.9644337827
51540,289198.87155012455
37927,293338.973059181
85155,314967.59147483326
148730,430286.63357908436
182768,568168.5315643813
21816,350823.31925000856
119821,458444.0140341297
53803,390457.8186815765
75672,496828.8797383163
164062,662782.370127131
9801,839885.63063595
90516,498469.487144823
126543,407267.2395928089
20563,264110.0302438453
173167,433558.15000141016
165546,721492.3045757277
140696,434628.4304185712
60885,408873.05929284875
71010,378719.0190763138
65245,472756.0670429445
7762,273020.8999894436
162332,477878.23503777856
132065,469815.7596376844
163315,570270.3252041315
94896,395530.47374907683
13990,485851.3655164657
86695,468949.0675831286
136032,660461.2342188526
181973,441192.5335638064
70720,891129.3587933467
176320,588587.4026955313
123988,551493.7384424047
75446,530866.3582303784
165520,429867.4191386462
95499,439967.8055829111
73362,423305.3751783001
115013,347285.8353091124
170250,612357.9872505853
117752,493563.00584182644
120534,533960.0782194736
43110,317731.43312963244
173316,527323.5038299807
163348,794172.4703564736
167196,505035.5978394304
8539,559467.0260890847
57416,386962.1002156484
147688,478730.91226341313
48843,325467.1883417968
123483,468297.0778639348
91781,418876.60289349733
57502,244089.61864099285
41380,380809.8957617111
71368,519876.1318727282
90332,420516.0007218716
56200,311115.51343637484
59273,465735.53802455595
59528,842134.9775117316
142978,485630.0273478211
62463,438605.87960358575
151089,376980.8365412779
159388,433291.51226412074
15000,303843.55779213423
124030,417844.7224854637
146762,435270.56271802133
32542,272280.9461927083
44504,462408.3525772964
154438,556445.0451609002
92711,450923.7923376382
26861,411925.52129153174
154130,502147.25901319913
108177,450443.1572046895
85561,345225.4690720606
29523,283721.9349394321
162190,542796.7162433359
137744,461628.463634525
141614,415906.86552344984
154095,491386.14305439894
177433,597177.2146487647
16212,272443.4916394422
138324,485727.79241098097
179772,520201.854741292
80229,486770.96733764873
146601,530217.1944707236
90354,414886.22637298313
16620,276432.4294579441
144520,495684.7874487144
43671,292888.25382576825
151379,416005.95316691464
43516,344243.2023567129
114780,404823.46128442057
48679,465350.73660537053
23310,274139.7436848668
82078,750323.9555184393
161637,470858.7996625779
97266,437758.4332361907
25975,327655.8217747448
183280,557195.3339853383
143522,427155.5205373648
82873,422313.56263191387
111022,547190.923140845
170004,514626.3704981437
149233,540573.2506737229
11335,256953.49298755234
178323,632862.3314209818
117545,434136.73037832504
104197,436223.6541896295
114280,471218.6215564087
30527,323528.87423230003
42651,461569.44180171296
123646,439514.90872273484
72689,364036.14284477005
78646,429629.3114737699
50032,405975.98875696585
167436,618152.9777737202
25911,337911.94680745376
140037,456237.8896251853
117935,524489.7227295878
122922,438251.4870456334
28738,299584.7101911283
129413,467738.34775486495
65411,508976.01198568055
20519,299411.1113611127
148799,530697.8432993451
96848,407469.71699093626
167854,490020.8586027692
90027,472880.0058609526
124583,456452.5066816123
123841,450028.421556111
143815,515814.92338022386
100928,441121.06893596833
64554,467744.26261877595
27802,279939.7277102894
55996,295523.41939000326
168480,466190.11706126836
18511,390919.34411179717
7174,273095.0573940939
107447,436491.2241335394
109945,436486.84989955934
109304,531907.2479450421
33225,250032.36671621026
31504,291193.91891276574
85162,311232.31634432223
164868,430773.9474687406
102092,418568.6149246255
5618,293662.48641745176
45425,404514.69434293255
127376,481491.0155987448
156938,491997.36478724243
127635,476124.9919177508
111774,712307.3349887632
141311,637153.3272690169
68733,425654.9462063657
171431,702204.8880455819
57288,280129.1291405207
147560,520715.09116607043
83283,536096.951560629
180470,481114.0491701432
85424,460215.4459292659
30049,325586.05825399107
138841,482479.88331930473
138637,413486.5442165688
178178,677358.9028188731
69976,737381.8430128929
139744,566591.6597014036
58256,293301.250717186
104665,428578.12369020504
169191,600324.7453390269
55984,442987.3132647687
40354,409927.5576873203
59813,261371.0371155225
142178,387748.8920788185
104367,471039.9249327695
135075,392127.4962708249
16278,278352.70955219795
49191,458231.73110013606
95010,454018.78032960807
179668,568056.8640581719
111338,422826.53217309987
76006,428708.9761722024
106534,428398.12055096554
78933,725338.4714876488
76196,525337.1923170692
110996,483472.1356480704
145016,468116.59563444776
133526,451154.6738007834
67069,482409.34942883917
77499,320899.6757165847
51668,521443.6181094883
64752,490306.11454037816
148430,450810.4548132686
63329,299775.47158173565
173406,492227.0814998213
79182,448000.08444270474
139963,495159.00708138663
119727,378927.77558765543
14184,335948.506688229
63325,529925.489354843
69906,769354.437799395
150715,410652.2249758741
10423,303798.8985243151
13226,263964.39587161917
166355,442288.07354258816
162216,595709.3131207181
43071,332783.8111280633
103161,522653.62526256073
168506,589724.5103342478
30707,429951.9396525611
54877,459117.07424223056
77637,354432.28983857756
54304,289573.16535588814
71775,562602.7273722204
116543,328065.48186894244
18877,348566.7008153874
98865,421445.33019581984
169535,486855.96464987076
155674,413208.9917051247
46410,365687.55637756956
25354,295952.58766214736
149242,390850.4917446785
156019,542848.7105543875
2372,235817.53695331895
167793,466772.34560979006
13539,367181.50875226036
96889,532631.8512146269
12180,261568.2777447437
30975,447334.6029032935
142091,736952.2685802715
141417,520096.1111557266
88385,474013.9375636249
118140,469901.4685913895
130703,485436.79312746675
78738,491138.74648325774
31269,299572.70700772543
109042,556968.8384385847
48367,478570.6734000954
169027,463833.90346362296
94564,344766.9961647536
69161,576933.9495106189
109455,685336.7228574357
102048,471755.0650015531
142061,623027.4440368199
80360,410649.1618208498
108330,435074.9030310791
45894,283711.19578616397
184619,575750.2751764801
44807,325710.71483011934
86934,417864.7410303839
99343,403286.12252100965
168916,513590.68033352954
89276,623234.7943399504
51815,349814.744346248
125813,434553.2875161463
107171,401479.7925735202
154642,453509.18779532413
10072,331537.1445502045
68097,331521.4970794235
160821,551142.4725403737
19655,288755.99041368323
142752,492661.01681650407
36940,327469.2267972372
111126,450267.19184745266
596,266622.4354357067
71019,438116.4475104898
4479,268370.12979568244
55848,485886.1502511405
85188,483821.6647287028
125357,399414.4967769293
14647,291099.4613849594
162730,507636.47696825565
150653,450641.6236464478
120056,413411.5646056287
169156,678611.7608417396
67935,666779.5371525562
174388,603530.1308118651
182913,540859.2227187435
54148,300803.0028986937
131866,477209.62625352916
149984,497111.63613232615
159985,521427.7453455807
95496,444474.2450490146
112843,413455.59833284933
49524,345937.2765498944
27369,291179.97459519026
30825,429984.46842927457
169753,546047.6993374525
92534,352055.6246333381
129225,474670.68559421867
13062,272951.7450854057
130722,503810.2411378112
134157,437041.67673106235
165859,497411.4569417953
66301,452350.33907981496
83618,435981.5849559832
107691,447292.9379342642
105232,409738.7787856492
48298,639459.8147180557
40648,291684.82396866963
71976,470910.0991581194
72896,691817.3393610589
74551,423740.8160871933
44973,296171.6176593312
29347,330466.4979102313
141919,437133.1583196353
106300,387776.0202325106
131980,538926.4969307744
133141,445906.7473624744
3973,321540.7204183309
40519,281314.4306770072
180446,563413.7435772191
175025,459930.3106572012
75064,427487.63629981346
18793,294336.75858236017
149491,450332.4942703289
154754,485569.1096091984
132371,426077.21601002815
134999,464680.34204514965
165322,571732.1544764078
108805,437567.7202609201
140691,434628.4304185712
156367,510611.460296562
85858,537871.5787804321
152700,463623.5888218377
185104,497205.6915301108
70218,470464.39088655333
10393,286423.11972856894
165123,501630.20325908175
55106,453484.1449980606
88369,426651.6481948892
41779,547666.8477227491
130816,358173.306990487
31211,326890.61885242775
166757,748974.1298415535
108437,483693.89800884196
185814,654380.431697231
73304,468684.7753375112
148656,454451.808087797
84559,382388.1494260281
151222,447174.0880278226
2069,224701.65098507176
182640,591413.8164221329
157520,528272.1365780263
153201,521235.84262662916
51319,456593.1232130541
167197,509588.8871183274
56328,850542.4480772925
7586,288609.8877362293
4962,475970.04891509574
17286,262564.7752878058
17996,304514.62918091356
136652,510326.1535047902
107533,395778.4267584768
35676,306468.80284822517
63528,534348.3489468837
88024,391719.15793725534
92245,457107.5215047036
121431,458909.91390412516
117675,428897.8215587052
134315,600863.7803104286
80382,386034.55509757245
5676,305763.765709167
85834,433541.7115426533
7544,280990.27454549767
76545,420120.2615268232
182269,646054.1955648465
115301,333527.36038243846
184499,669976.086128639
89274,788392.6276837089
96978,448363.2127316021
22476,297465.0186126141
43684,339580.8622572829
103852,485656.79584814876
6660,273020.8999894436
149136,552108.6106319476
55623,319021.2384603601
154963,450301.1387316632
118607,423348.4859899055
66046,451809.1508393541
50815,432493.50641164323
88378,468196.6863982031
47559,323391.6784558653
96116,420332.35938143084
31651,273899.33882240567
141186,590859.4988879033
142321,647271.9544867114
47123,265301.9166464977
176333,549804.4305072791
3011,320518.84559474804
68006,527753.3938382298
183387,430853.9530558287
36465,326991.98498164397
39670,295563.3939920674
173044,489618.4246083493
7197,286372.64651752193
35841,367356.2058801904
185880,644616.0685654203
64929,574839.4439438273
99553,476885.277434977
59246,315342.4816688277
122401,350638.51728893124
5750,286311.60921319545
54602,333464.27036051924
57503,294975.66625765164
139988,424735.268071042
61441,883772.7389158806
3816,337144.7991700236
157223,484593.21959125664
45836,302734.5557674876
155755,455823.8354345507
1314,254387.84684959796
172283,671670.052870814
183939,597626.7438278709
102449,475971.5351594366
130038,386816.93548951903
69337,749248.4814179653
59437,286456.6427184748
100231,467054.8354452408
184320,507637.37346989143
121624,478473.0038012722
175778,471543.1470019939
49838,267383.6941578366
112596,452210.9421466723
92825,662313.9278118423
3175,480798.45932976785
20599,279607.5856911918
90059,489375.64331598365
8718,257438.73541074144
56904,841018.7735328882
140415,492138.68525882007
45486,410158.0721561789
72264,432095.3806553925
102129,463614.52462823543
5083,362355.8616026916
23403,399367.6125743161
57581,719181.2836471122
165475,483285.0192197629
88985,452903.2061043619
30967,433847.95467547234
19270,383125.90514638094
39924,286179.0672768196
52520,547061.076295707
151658,399885.86517904734
145774,537357.3144255971
52004,317887.0261134203
109232,399720.32849697507
32071,292844.4125195865
421,275192.07481510914
150070,486903.45769666496
157555,466229.30048359185
141514,402294.21261281
137558,490231.4286434708
155571,436422.24930768256
162016,518359.5918103658
47743,332569.01668724226
42863,398051.3737074967
60316,396770.17025586753
119376,500161.3906360607
96534,458651.3312647619
97787,472815.0067405001
46854,313960.4914646131
131197,410227.8665517748
45750,436357.64858296467
75580,539495.7030739594
122938,455409.6720869468
24952,278440.2341098034
8713,256501.3203487859
29044,321288.39531005116
33794,366257.3319303388
155354,537001.605983828
174630,581880.7087995656
357,249073.84671855907
52446,452388.307915292
173530,491650.59923527064
9167,317162.2598424696
2712,239368.39838877253
34228,451843.5308104751
14795,273668.2240743073
101108,493409.85074025905
182805,531888.6358626265
101314,469659.6177571772
71207,389551.87276242336
24463,331371.20420477673
161441,482129.5635650083
62066,298584.8108325925
140608,464923.5478667734
9901,300275.7064741713
167009,492387.96585225296
70131,368335.0373893608
111696,589889.331202423
69883,719456.5902026893
68434,456158.8623944791
10786,268626.7710705919
104011,486266.3615180466
108425,422395.2859670122
120804,421479.84404941887
26582,338066.0892347512
20975,506559.78197475837
134633,442137.407575031
97941,424944.61016332573
107642,461808.80650153634
161902,515444.4987664037
100312,768407.0204662153
95448,428213.2989489357
21815,307998.88713291596
149382,582415.0700843695
74108,819205.1776373364
123994,549485.5770203668
146443,529503.1014501989
108700,405944.5740308593
22001,464950.01482080796
74783,418008.85474934895
119865,347370.5507387808
141913,419967.4109462641
74995,461004.98843518796
135235,336132.3536233445
48589,320824.4063794541
914,245653.80705587534
119943,411507.1106381011
99440,331163.81638542097
144341,571698.3903240005
97930,503467.2493125567
90951,436864.80799419095
131041,415977.8456460941
84731,451643.3399913632
135546,648208.0675496578
127448,478064.5976702633
61300,305171.2877962643
63131,348341.50811783137
25238,370025.0321993446
180340,533595.9386535477
99506,331371.91841199034
183854,562814.109141629
94910,424324.7057540969
44500,319495.4943126021
63085,298571.73248372186
164640,702273.7703288783
16313,342758.1757251049
132985,477727.27780475165
101842,399274.5690721872
